"","id","Education","FamSES","Income","Age","Gender","Ethnicity","Kids_1","KidsHome_1","Fav","FavPpl","FavActivity","UStotal","UTtotal","UTrural","UTurban","UTdist","SBtotal","Orient","Route","SA","BFExtraverted","BFAgreeableness","BFConscient","BFEmoStabil","BFOpennness","SOIbehavior","SOIattitude","SOIdesire","SOItotal","ATOTpleasure","ATOTnopleasure","Q1","Q3","Q4","Q5","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q18","Q19","Q20","Q25","Q27","Q29","Q32","Q39","Q40","Q42","Q45","Q47","Q49","Q50","Q51","Q52","Q54","Q56","Q57","Q58","Q59","Q60","Q61","Q62","Q65","Q66","Q67","Q68","Q69","Q72","Q73","Map","WithinRtPt","BetweenRtPt","WithinRtPtAllo","BetweenRtPtAllo","WithinDist","BetweenDist","date","MRT","PSAS"
"177","Utah_285",3,4,1,20,"Male","Caucasian",0,0,"Institute of Religion","Friends","Take classes, study, hang out with friends, play games, choir",9,17,4,13,1142.8,4.13333333333333,2.63636363636364,4.16666666666667,1.75,6,6.5,4.5,4.5,4,1,1,1.66666666666667,1.22222222222222,3.8,2.6,3,3,2,1,1,2,3,2,1,4,4,4,3,3,4,4,3,1,3,1,3,4,4,4,3,4,3,3,3,3,2,1,1,3,5,5,2,1,1,2,4,1,2,"299.796403730483","27.5573228208333","58.32512371525","72.2980340668941","87.3501249497234","137.266156220678","135.378167637199","2017-12-06 08:36:03 -0800","52","4.25"
"178","Utah_286",4,3,1,21,"Female","Asian/Pacific-Islanders",0,4,"coffee shop","best friend","study ",9,23,8,15,1242.2,4,1.81818181818182,3,2.125,4,7,5.5,6.5,5.5,1,1,5.33333333333333,2.44444444444444,3.6,2.4,4,4,1,1,2,1,3,2,1,4,4,4,4,4,4,5,3,2,3,1,2,5,4,4,2,5,3,4,2,3,3,1,1,3,3,2,2,4,2,5,4,2,3,"348.683376413118","39.7195739106667","70.6360934056875","98.8078100183466","111.82659809094","135.078937473855","188.42359725232","2017-12-06 15:41:26 -0800","0","3.1875"
"179","Utah_287",3,5,2,19,"Female","Caucasian",0,0,"Outdoors ","My friends or rarely just by myself","Hike, hammock, explore, relax, swim if there's water, create art.",13,23,4,18,986.2,5.06666666666667,3.45454545454545,3.33333333333333,2.25,5.5,5,7,3.5,7,3,6,6.33333333333333,5.11111111111111,5,2.4,3,5,3,2,2,2,3,1,1,3,5,4,5,4,5,2,3,3,4,4,3,4,5,5,5,5,3,3,5,3,1,1,5,3,5,5,3,2,1,3,3,1,1,"304.810987692451","14.7219203196667","37.3115550759375","58.9843439949024","88.6768002174074","91.0468413166373","152.464242157369","2017-12-06 16:21:06 -0800","72","5.5625"
"180","Utah_288",3,4,1,22,"Male","Caucasian",0,0,"Salt Lake City","Friends","I live here",10,19,5,14,1225.1,3.06666666666667,2.36363636363636,2.66666666666667,3.125,2.5,6,3.5,4.5,4,1,3.66666666666667,6.33333333333333,3.66666666666667,3.6,3.6,2,3,2,1,1,1,3,2,1,3,4,4,4,4,4,4,4,4,4,4,4,2,2,4,2,4,3,3,2,3,2,1,2,4,4,2,2,2,4,3,4,2,2,"228.906531533631","21.1162071726667","26.260357321375","70.017426279713","82.1605537824011","91.4550748608248","90.15593839194","2017-12-07 07:04:31 -0800","0","3.5625"
"181","Utah_289",3,5,2,23,"Female","Other",0,0,"A cave up in Neffs Canyon","Quiet and Peaceful ","Meditate on myself and my life",1,31,10,20,1776,4.4,4,3,2.125,3.5,4.5,6,4,6.5,4.33333333333333,1,1.66666666666667,2.33333333333333,5.8,2,1,3,6,2,2,3,3,1,1,2,5,2,5,1,1,3,3,1,1,1,3,1,2,5,4,4,4,4,4,4,2,1,3,2,3,1,3,3,1,1,1,1,1,"182.217868639063","17.3294789921667","29.92167878675","65.1078887998265","48.8237556781753","121.262608022531","108.606743960244","2017-12-07 08:08:24 -0800","58","5.9375"
"182","Utah_290",3,6,8,19,"Male","Caucasian",0,1,"Southern Utah","Friends","Climb, Bike, backpack, camp, canyoneer",25,33,16,15,3559.1,4.46666666666667,3.63636363636364,2.83333333333333,2.375,2,5,5,4,5,1.66666666666667,6,5.33333333333333,4.33333333333333,5.2,2,4,4,4,3,2,4,5,3,1,2,4,3,5,2,4,3,2,1,4,2,3,3,3,4,4,5,5,5,4,4,2,4,2,4,5,4,3,2,2,3,1,1,1,"207.694594787572","21.9820131667917","57.3423188304375","72.4916612088122","82.6772898315406","85.513270987912","89.9168791039351","2017-12-07 14:45:15 -0800","50","4.9375"
"183","Utah_291",3,6,1,19,"Female","Caucasian",0,0,"califonia ","my family ","go to the beach ",10,31,14,15,3136.5,1.33333333333333,2.09090909090909,4.33333333333333,3,6.5,4.5,4,2.5,5,1,1,7,3,2.4,3,7,7,4,1,1,2,3,3,1,4,5,2,5,2,5,2,2,2,3,1,3,5,5,1,1,1,1,1,3,1,5,1,2,3,4,1,3,2,4,4,3,1,1,"384.22327286214","51.4957226477917","63.0593812725625","64.824426129967","62.5807760981506","161.755101775009","277.807408321069","2017-12-07 15:20:28 -0800","6","2.375"
"185","Utah_292",5,4,3,21,"Male","Asian/Pacific-Islanders",0,0,"NY","just me ","have fun",2,6,0,5,685.8,3.66666666666667,2.81818181818182,3.66666666666667,3.375,3,4.5,3.5,5,4,0,6,1.33333333333333,2.44444444444444,3.6,3.2,7,4,3,1,3,4,3,3,1,5,4,3,2,3,2,4,2,4,3,3,3,3,4,3,4,1,3,3,3,3,3,1,3,5,3,3,4,3,3,4,4,2,2,"310.447645231506","62.9714903031667","54.0664246465","79.489472798965","69.9400742731786","119.817126729173","232.287227453311","2017-12-12 09:15:04 -0800","0","3.25"
"186","Utah_293",3,3,1,19,"Male","Native American or Aleut",0,0,"Anywhere but home","Myself, sometimes a friend","Write and Talk",5,30,12,17,2156.2,3.86666666666667,3.54545454545455,4.5,2.5,2,4.5,3,3.5,5.5,1,6.33333333333333,0,2.44444444444444,3.4,2.2,7,5,2,2,1,2,5,5,1,3,5,2,5,2,4,4,2,2,2,1,4,5,2,5,3,4,2,4,2,4,2,1,2,5,3,2,4,2,4,1,4,1,1,"503.526275463204","13.801129154375","17.4479348773438","48.1781953129579","66.8839240432376","89.6217612917646","115.855680853067","2017-12-12 10:15:08 -0800","38","3.75"
"187","Utah_294",3,6,1,19,"Female","Caucasian",0,0,"Somewhere in the wasatch mountains on a hike","My best friend","Hike, Talk, Eat Snacks",29,30,9,19,2320,4.33333333333333,2.81818181818182,3.33333333333333,1.5,5.5,6,2,5.5,6,2.66666666666667,8,2.66666666666667,4.44444444444444,5.2,1.8,3,4,2,1,1,2,5,3,1,4,5,2,5,2,5,2,4,2,1,1,4,5,5,5,3,5,4,2,2,2,2,1,1,4,5,5,1,1,4,1,4,1,1,"218.612096081661","31.8097909239583","40.955921834125","66.0742505063799","64.1722637546589","108.811031767389","106.350483560509","2018-01-22 10:13:12 -0800","34","5"
"188","Utah_295",4,3,1,21,"Female","Asian/Pacific-Islanders",0,2,"LA","Friends and family","Concert and theme park",5,10,1,9,149.5,3.4,2.45454545454545,3.83333333333333,3.5,3.5,4.5,4.5,5,4.5,1,1.33333333333333,1,1.11111111111111,4,4,4,2,2,1,1,1,3,2,1,4,5,4,4,4,3,3,4,3,4,2,2,4,4,2,3,3,4,2,3,1,3,1,2,1,3,2,3,2,4,2,4,1,3,"421.514873283547","21.8244852827917","29.089339935625","68.4547372994212","76.4016273201605","95.4291047851374","117.184661532278","2018-01-22 11:01:10 -0800","4","3.1875"
"189","Utah_296",2,5,1,19,"Female","Asian/Pacific-Islanders",0,0,"cafe","friends, families","reading, having coffee",4,7,0,7,97.5,4.46666666666667,2.72727272727273,4.33333333333333,1.5,6,6,4.5,6.5,6,1,3.66666666666667,1,1.88888888888889,4.8,3.6,6,4,3,1,1,1,1,4,1,2,3,4,3,5,3,4,3,2,2,1,4,4,4,4,3,4,4,2,4,3,2,1,2,4,4,3,3,4,2,2,2,2,1,"279.139205161299","49.8416073917083","50.0407468152187","68.5981166638539","109.275436732303","88.1086694613875","167.21976116776","2018-01-24 10:28:32 -0800","32","5"
"190","Utah_297",3,5,2,19,"Female","Asian/Pacific-Islanders",0,1,"Florida","Family","Beach",34,36,16,18,3112.1,3.46666666666667,2.72727272727273,4,3.625,2,3,5.5,4,3.5,1.33333333333333,5,1.66666666666667,2.66666666666667,3,4.6,5,2,5,1,1,1,3,2,1,3,2,4,3,3,3,5,5,4,5,2,5,2,2,2,3,1,3,4,2,2,4,1,2,4,3,4,3,2,3,2,3,2,2,"287.432235637502","6.92664256895833","21.7253507563438","78.487907136111","83.1407915095045","129.488781958831","69.3950448069914","2018-01-23 09:14:29 -0800","38","3.8125"
"191","Utah_298",3,4,1,20,"Female","Asian/Pacific-Islanders",0,0,"home","myself","sleep",1,NA,NA,NA,NA,0.933333333333333,1.45454545454545,3.83333333333333,3.875,6.5,6,2.5,3,5.5,0,4.66666666666667,2.66666666666667,2.44444444444444,1.6,5,1,3,8,2,1,2,1,5,1,5,4,5,2,1,4,2,1,1,2,3,3,5,5,2,1,1,2,2,2,1,1,3,3,3,3,2,2,2,5,3,2,1,1,"390.599783452357","51.945351587","51.7624613000625","85.6090308285188","65.9917945274091","114.011732080622","101.81412029496","2018-01-24 11:37:53 -0800","28","2.6875"
"192","Utah_299",4,6,1,20,"Male","Caucasian",0,0,"Taiwan","Family","Go to the night market",26,23,8,13,2383.2,5.06666666666667,3.54545454545455,4.33333333333333,2,7,5,6.5,6.5,7,4.33333333333333,4.33333333333333,3.66666666666667,4.11111111111111,4.6,3,4,3,6,1,1,2,5,3,1,4,5,4,5,3,5,3,4,4,2,2,4,5,5,5,4,2,4,3,4,2,2,1,1,5,4,5,1,2,5,2,4,1,1,"233.864374953968","20.2612222063333","42.6478363351562","80.2676172339162","92.0196824283274","105.368449160837","149.490553653508","2018-01-24 11:44:21 -0800","22","5.25"
"193","Utah_300",3,3,3,24,"Female","Latino or Hispanic",0,0,"Moab","Friends","Climb/hike",8,32,13,18,2449,4.13333333333333,4.09090909090909,3.83333333333333,1.5,5,5.5,3.5,5.5,6.5,5.33333333333333,6.66666666666667,3,5,4.4,2.2,4,3,3,1,2,3,3,2,1,3,5,4,5,1,5,2,2,1,2,4,5,4,4,5,4,5,4,2,3,2,2,1,1,4,5,4,2,2,1,1,4,4,1,"510.730183418931","12.1802461604167","40.32836538175","72.8062219465637","61.9297266102336","83.608720437987","79.4753348898777","2018-01-24 19:26:36 -0800","16","5.75"
"194","Utah_301",3,5,1,19,"Female","Caucasian",0,0,"Seattle","My family.","Visit family, walk around the city.",15,33,12,19,2631.3,3.4,1.54545454545455,5,4,5,6,6,6.5,4.5,1.66666666666667,2,2.66666666666667,2.11111111111111,3.2,2.4,5,3,2,1,1,1,1,4,1,4,5,5,5,4,5,2,5,1,4,3,2,5,4,4,4,2,5,2,4,1,4,1,1,5,5,5,2,2,2,2,1,2,1,"486.988408859004","35.9718398537083","39.4884362366562","87.8128656693038","80.5826033714519","113.13889835609","81.8872100864686","2018-01-29 10:29:48 -0800","34","3.75"
"195","Utah_302",3,6,1,20,"Male","Caucasian",0,0,"Wherever my friends and family are","friends and family","does not really matter",12,14,4,9,553.5,2.13333333333333,2.36363636363636,2.5,4,2.5,6,7,7,7,4.66666666666667,9,4.66666666666667,6.11111111111111,2.8,3.8,1,6,4,1,1,1,1,1,1,4,4,5,4,5,3,3,4,2,4,4,2,4,4,5,1,1,1,2,2,1,5,1,1,1,4,2,1,1,1,5,1,2,1,"143.804761105995","24.9998388694583","58.2625604102813","59.6402464971338","90.7480916696426","71.1184298915827","129.117851732701","2018-01-30 09:09:10 -0800","34","4"
"196","Utah_303",5,5,3,23,"Female","Caucasian",0,1,"Coffee shop or libraries","Myself, friends, or family","hang out, read, play board games, study",12,30,10,18,1811,3.86666666666667,1.81818181818182,3.83333333333333,2.125,1.5,5.5,4.5,7,7,2,9,6.33333333333333,5.77777777777778,3.8,1.4,4,3,3,1,1,2,3,3,1,3,5,1,5,1,5,2,1,1,4,2,5,2,2,5,3,5,4,4,3,4,2,1,1,4,5,4,2,4,1,2,1,1,1,"107.53410749748","27.642293348","42.1470339467812","70.3939400581418","86.3866228486982","122.801048961483","88.948256452987","2018-01-31 11:52:29 -0800","12","3.875"
"197","Utah_304",3,4,1,18,"Male","Caucasian",0,0,"Home","My partner","Netflix and chill",5,NA,NA,NA,NA,2.93333333333333,1.27272727272727,2.66666666666667,2,4,4.5,3.5,3,6.5,1.66666666666667,2.66666666666667,2.33333333333333,2.22222222222222,2,3.6,1,2,2,1,1,1,5,5,1,5,4,3,4,3,4,3,3,2,3,1,4,3,3,1,1,1,4,2,2,2,4,1,2,2,3,1,4,4,2,3,1,1,1,"202.495446942887","26.9548365241667","43.4406354996875","55.693882048753","70.1565713114842","142.008655524929","117.859852419047","2018-02-05 10:23:46 -0800","44","4"
"198","Utah_305",6,5,3,23,"Male","Caucasian",0,0," Jackson Hole","Friends","mountain bike, rock climb, camp, hot spring, river raft",24,17,4,12,674.1,4.86666666666667,3.36363636363636,3.83333333333333,1.375,3,5.5,5,6.5,7,2,6.33333333333333,2,3.44444444444444,4.6,1.2,2,3,3,1,2,3,1,2,2,2,5,2,5,2,5,2,1,1,1,4,1,4,4,4,4,4,4,5,4,5,1,1,1,4,4,5,2,4,1,4,3,4,1,"516.071914027696","6.54484701958333","17.14724376475","56.2294439558676","61.1017258910626","90.3274204059084","48.8205473812449","2018-02-08 10:13:39 -0800","80","5.75"
"199","Utah_306",3,3,1,18,"Female","Latino or Hispanic",0,0,"At home","My friends and/or family","talk, relax, eat, study",9,17,5,12,594.3,3.13333333333333,1.90909090909091,4.5,2.625,3.5,4.5,6,3,4,1.33333333333333,4.66666666666667,1.66666666666667,2.55555555555556,3.2,2.8,3,5,2,1,1,1,3,1,1,3,3,5,3,5,4,4,4,4,4,1,2,2,2,3,1,2,4,3,2,2,3,1,1,3,4,2,3,2,1,3,2,1,2,"135.760595233734","10.1872181730833","32.84370629225","62.9027800868889","78.8963035740032","92.758075775433","91.5607298487455","2018-02-09 11:44:04 -0800","52","4.1875"
"200","Utah_307",3,3,3,21,"Female","Caucasian",0,0,"Southern Utah ","Friends","Hike",13,38,18,17,3978.8,3.93333333333333,3.09090909090909,3.83333333333333,3.375,6,5,5.5,5.5,5.5,4,8.66666666666667,3.33333333333333,5.33333333333333,3.6,3.2,2,4,3,2,2,3,3,4,1,4,4,4,4,4,4,3,4,4,4,2,4,4,4,2,3,2,3,2,3,2,3,1,1,2,4,3,2,3,4,2,4,4,4,"236.643363456035","16.2268174968333","54.7827781320312","73.3683902644425","61.0723360894834","124.300972752877","95.7963300207157","2018-02-14 12:06:26 -0800","6","3.9375"
"201","Utah_308",4,3,2,27,"Male","Caucasian",0,0,"Zoos, museums, and libraries","Family or close friends","learn and enjoy new things",37,12,4,7,694.9,5.06666666666667,3.45454545454545,4,2,1.5,7,6,5,4.5,1,1,1.33333333333333,1.11111111111111,4.8,2.8,3,5,3,1,2,2,3,4,1,2,5,4,5,3,4,5,2,1,1,1,4,2,2,5,5,4,4,5,3,5,1,1,2,4,4,4,2,1,1,4,5,4,5,"320.95495180499","29.29108816125","24.2237143288437","60.1981382702602","102.89798731859","102.642358482195","138.067401390095","2018-02-16 10:24:54 -0800","72","5.1875"
"202","Utah_309",4,4,1,18,"Male","Caucasian",0,1,"home or shcool","alone or with a friend","hangout",4,16,6,9,1135.4,3.2,2.72727272727273,4,3,3,6,4,6,4,1,3.33333333333333,2.66666666666667,2.33333333333333,3.8,3.8,4,1,2,1,1,2,5,4,1,3,4,4,4,3,4,4,4,4,4,1,1,4,3,3,2,4,3,4,3,2,2,1,2,3,3,2,4,2,2,2,4,1,2,"510.63844012279","30.1289077109583","24.7575018066875","53.840747943379","74.2125000818047","49.4107179903391","59.8601523008236","2018-02-16 12:07:30 -0800","32","3.75"
